commentaire,label
"Franchement, je me suis arrêté au chapitre 1. Lier psychologie et croyance religieuse est une erreur monumentale.Selon cette femme, nous choisissons nos familles et nous nous reircarnons pour répéter les schémas de nos vies antérieures. Jusque là c'est une croyance acceptable. Jusqu'à ce qu'elle nous demande de nous dire qu'inconsciemment nous avons choisi nos familles et qu'indirectement en choisissant des pères qui nous violerons par exemple ou autres toxicités, nous l'avons choisi dans le but de nous guérir de nos autres vies similaires durant le vécu de l'actuel.Si cette croyance était populaire, ne reviendrait-elle pas à refuser le témoignage des victimes d'incestes parce que leur âme ont choisi cette famille ? Ne dirait-on pas ""c'est votre choix alors guérissez et c'est tout""Nous sommes responsables de nos choix et de ce que nous devenons mais nous ne sommes pas responsables de ce que nous avons subi.Alors oui les gens doivent se sentir mieux en lisant ce bouquin parce que le but rest l'acceptation de soi. Mais accepter ce dont on est pas responsable même si on se sent plus heureux après est un fourvoiement.Je ne conseille pas ce livre.",1
Un livre à l'américaine qui fait très secte ! On pourrait croire que l'auteure a copié collé le même texte à la fin de presque tous les chapitres !,1
"Un peu déçue...Lise Bourbeau décrit les ""5 blessures"" à partir du physique des gens et de leur vie antérieure (car elle est convaincu que la réincarnation existe). Tu es maigre ? Alors tu as un sentiment de rejet.Elle explique ses théories, sans ""preuves"" avec des arguments qui sont tirés par les cheveux selon mon avis.Je ne recommande pas",2
Le contenu de ce livre est complètement délirant. Je ne vois pas comment il peut avoir autant de commentaires positifs.,1
"J'ai trouvé le thème du livre intéressant mais je n'ai pas réussi à rentrer dedans. Je ne suis pas convaincue par ce qu'affirme l'auteure, les descriptions restent très larges, un peu à la manière des horoscopes. Les solutions ne sont pas très détaillées.",1
"Livre intéressant pour quelques lignes disséminées dans l'ensemble de l'ouvrage et qui décrivent les différents profils.Pour le reste, ce type de livre est à fuire!Rien ne justifie les affirmations grotesques de l'auteur, comme affirmer que toutes les personnes humiliées sont en surpoids, ou que toutes les personnes rejetées ont de petits yeux enfoncés dans leurs orbites! J'ai cru lire un ouvrage sur la phrénologie!Aucune base scientifique si ce n'est les ""nombreuses observations"" de l'auteur et un ensemble disparate de lieux communs et de généralités. Je déconseille!",1
"Apparement , l'idées des Blessures évoquées ne sont même pas de l'auteure mais d'un psychanalyste américain. Ensuite, même si l'idée de base est bonne, attribuer des physiques ou des problèmes de santé en fonction du type de blessure que l'on a subit relève plus (selon moi) du charlatanisme que du réel développement personnel. C'est la première fois de ma vie que je jette un livre à la poubelle. Je ne me suis pas rendu à la deuxième blessure.",1
"Je suis déçu qu'Amazon ait mis ce livre comme un best seller quant on lit les controverses de l'auteur qui mélange psychologie et religieux...D'ailleurs un rapport de commission d'enquête du 05/12/2012 ""Dérives thérapeutiques et dérives sectaires : la santé en danger"" met en garde contre cette personne.Un extrait de cette personne qui parle de l'Alzeihmer : ""Cette maladie est un moyen utilisé pour fuir la réalité du présent. La personne atteinte de cette maladie a été souvent du genre à s'occuper des autres. Elle utilisait beaucoup sa mémoire pour effectuer les tâches du quotidien, s'immergeant dans celles-ci pour essayer d'oublier les incidents du passé qui l'ont fait souffrir...""Abject. Je vous passe son opinion sur le cancer du sein...Merci à Amazon de revoir leurs algorithmes à ce niveau car chercher un bouquin de psychologie et finir sur un ouvrage de mauvaise foi mélangeant tout... j'ai dû jeter ce livre qui peut davantage nuir que guérir.",1
"✅J'ai apprécié la lecture et je m'y suis reconnue à de nombreux passages. Cependant...❌ Le côté spirituel voire religieux me dérange beaucoup. Ça parle de vie antérieure, de Dieu (même s'il fait rapport à notre vrai MOI), de vie sur terre, etc. Les blessures seraient la avant notre naissance et notre âme viendrait sur terre pour régler ses blessures. Bon. Ce qui m'intéressait à l'achat c'était le côté psychologique, scientifique, et la je trouvais que ça partais un peu loin pour moi dans le spirituel. C'est dommage car le fond était vraiment intéressant et crédible (les 5 blessures, les comportements, les formes du corps, etc). Je voulais voir d'autres de ses ouvrages mais je vois que c'est dans le même chemin et qu'elle y mentionne même Jésus (écoute ton corps) Je n'ai absolument rien contre la religion, mais ce n'est pas ce que je recherche,et cela devrait être plus explicite dans le descriptif.Pour terminer, je ne vois pas comment ce livre peu aider quiconque, il n'y a pas de solutions dans ce livre. La pub pour ses autres livres et ses formations n'ont rien faire aussi la dedans.Je ne conseille pas.",3
"Franchement je lis beaucoup j'adore ça et ayant un problème d'estime de moi qui m'empêche de me lancer et d'avancer professionnellement, j'ai voulu savoir d'où  cela pouvait venir et comment pallier à ce problème car je trouve que je ne m'impose pas, que je me met beaucoup en retrait et je n'ose pas me lancer de peur d'échouer ce qui me joue des tours. Sur le moment je l'ai trouvé très intéressant mais après coup je me suis senti très mal. Je trouve que le livre choisit ses mots et ses situations afin que nous puissions nous identifier à lui et nous rendre modulable sur notre propre conduite et notre conduite avec notre entourage. J'ai l'impression que le livre dirige notre façon de voir les choses et pas du tout dans le bon sens. Je me suis senti coupé du monde réel (blessures lié au physique, âme, réincarnation, c'est nous qui choisissons nos familles qui peuvent nous faire du mal par la réincarnation...).  Vraiment trop bizarre. Je ne le conseille pas surtout pour les personnes qui se sentent très mal et qui sont en quête d'identité. Je trouve la pensée du livre sectaire et dangereuse.",2
"Je n'ai pas apprécié la lecture de ce livre. On lit 5 portraits stéréotypés dans lesquels on est sensé se reconnaître ? Et ensuite, aucune piste pour progresser. Très déçue par ce livre recommandé par de nombreuses personnes.",1
On m’avait conseillé ce livre!  Mais je n’ai lu que 20 pages car j’ai trouvé ça absurde! Du moins il faut croire ce qu’elle dit et moi je pense que oui nous avons des blessures en nous mais je n’ai pas Du tout aimé comment l’aiteur Décrit les blessures par le physique! Je pensais trouver quelque chose qui pouvait aider et je le trouve démoralisant!Elle parle de réincarnation! Bref ce n’est pas ma croyance à moi mais peut être que certaines personnes peuvent y croire et s’y retrouver!,1
"En théorie, ce livre est une super idée. Les différentes blessures sont pas mal détaillées et cataloguées. Le problème c'est qu'il est impossible de se retrouver dans une blessure, nous sommes tous un mélange de plusieurs (Je l'ai prêté à plusieurs personnes de ma famille et nous avons tous fait le même constat). Et en admettant que nous ayons ciblé notre ou nos blessures, pas de piste concrète pour y remédier ou alors trop vague et trop théorique. Grosse déception pour ma part.",1
"Une espèce de soupe simpliste, écrit dans un style dépourvu d'intérêt.Les fins des différents chapitres sont littéralement copiées-collées, on ne sent pas beaucoup de respect pour le lecteur.Si vous cherchez à améliorer votre relation à vous-même et aux autres, il y a beaucoup d'autres livres à lire.",1
"En étant le plus honnête possible, ce livre est le plus gros ramassis d'absurdités que j'ai jamais eu l'occasion de lire.Démarrant sur des relents de phrénologie assimilant toute typologie physique à des traits de caractères définissant définitivement une personnalité sur mode de ""le corps ne ment jamais"", en passant par une volonté de se targuer ""d'années d'expérience de recherche scientifique"" (alors que l'entièreté du livre baigne dans un courant new age que ne rebuterait pas n'importe quel adepte d'une secte naturaliste) ainsi qu'une compilation d'effets Barnum qui ferait pâlir de jalousie l'astrologie (chacune des blessures citées dans le livre se retrouvant dans n'importe quel parcours de vie), je ne comprends absolument pas l'intérêt, l'intelligence ou quoi que ce soit que l'on puisse trouver à ce livre.Rajoutez à cela que l'auteur ne fait que renvoyer constamment à ses autres ouvrages (sans doutes du même acabit) ou à ses formations (pour ceux désireux à mon avis de se ruiner), tout en ne proposant au final que très peu de solutions pour s'attaquer à ces ""blessures qui empêchent d'être soi-même"" (comment s'y attaquer occupe à peine les 20 dernières pages du livre, c'est dire), on est dans une vaste escroquerie se drapant d'oripeaux scientifiques aucunement crédibles.Ne me reste plus qu'à demander à l'ami qui m'a conseillé ce livre d'éviter d'autres conseils si cela suit le même acabit.",1
"Le livre est assez troublant, il décrit de manière corrélée et assez surprenante les traits de caractère, la personnalité, le comportement et le physique de personnes  ayant subit certaines blessures dans leur enfance. Et d'un autre côté, l'auteur lie ces blessures à des concepts plus ésotériques comme la réincarnation de l'âme. Un livre instructif, agréable à lire mais un peu déroutant de par la superposition de certaines descriptions criantes de vérité, de concepts lié au spiritisme et de psychosociologie.",3
"Ce livre m'a laissée très dubitative.J'ai trouvé que les concepts ne manquaient pas d'être intéressants dans l'absolu.Seulement, où sont les sources de ces vérités annoncées ? De ce que j'ai compris, rien d'autre que la grande expérience de l'auteure au cours de ses ateliers. Pas d'études, pas de statistiques. Rien que des vérités absolues qu'il nous faut accepter.Alors évidemment, on se cherche un peu dans les différents descriptifs et comme on se voit un peu partout où presque, l'ouvrage nous dit qu'il faut se fier à la description physique car le corps ne ment pas. Sauf que si quelqu'un fait de l'halterophilie, il toujours selon l'auteure, il/elle modifie son corps et rend cette lecture plus difficile mais on peut quand même deviner...Enfin, les explications ne m'ont pas parues convaincantes. Et 5 blessures, faut il y comprendre qu'il n'y a que 5 types de personnalités différentes ? Car des blessures, je ne pense pas révolutionner une idée en disant que tout le monde en a...Quoiqu'il en soit, ce livre n'a pas fait écho chez moi, et je trouve qu'un ouvrage si peu sourcé et étayé ne peut que nuire à la crédibilité de la discipline en elle même (de développement personnel).Après, on aime ou pas le choix narratif de parler au lecteur à la 2de personne du singulier. En ce qui me concerne, je trouve que cela n'apporte rien.",1
"On est au niveau presque zéro de la psychologie de base...Les gens sont classés par leur forme, je trouve ça dangereux !L'idée des blessures est peut-être cohérente, mais nous avons tous toutes les blessures en nous et vraiment tenter de faire aller mieux le mental à l'aide du mental, les occidentaux croient en cela, mais c'est bien dommage, très limité et peu convaincant...",3
"J’ai bien aimé ce livre mais certains points me laissent perplexes. Comme le fait de rattacher un type de physique à une blessure.. alors bien sûr des fois il y a des façons de se tenir etc qui en disent long mais à ce point je ne suis pas sure, je ne pense pas que ce soit une science exacte. Je n’ai pas du tout aimé l’histoire selon laquelle avant de naître l’âme d’un enfant choisit sa famille.. mais bien sûr 🙄. Sinon le descriptif des blessures est intéressant et pour ma part je me reconnais dans plusieurs.",3
"Traverssant une période difficile, on m'a conseillé ce livre, je m'attendais a y trouver des réponses, certes on en trouve mais peut être pas autant que l'on en espère en lisant les avis des uns et des autres. ... Bof ....",1
"J'ai lu les livres de Moussa Nabati et du coup ce livre n'a pas été ultra spectaculaire. Je sais que tout le monde en parle de façon élogieuse, soit pour mettre l'auteur sur un pied d'estale, soit pour faire comme les autres à savoir ne pas être trop critique, soit ils ont lu ce livre en 1er dans le développement personnel.Je n'ai pas accroché quand l'auteure s'adresse au lecteur en le tutoyant. On dirait une maîtresse qui parle à un enfant voir pire une personne qui parlerait à une cruche, que je ne suis pas.Je ne recommanderai pas ce livre pour les raisons évoquées.",2
Beaucoup trop perché pour moi! Je voulais un truc un peu feel-good et j’ai l’impression de lire le tract d’une secte,1
"J'ai beaucoup aimé lire ce livre, que j'ai d'ailleurs lu en 2 jours seulement.Mais l'auteur n'a pas la science infuse et si certaines choses semblent être vraies, je reste plus sceptique face à d'autres.  Je ne m'attendais notamment pas à ce que l'auteur avance une idée de réincarnation qui empêche à ce livre d'être universel.Le bon est à prendre, le mauvais à laisser. Mais je recommande tout de même à chacun de lire ce livre que, selon moi, nous permet d'être plus souple avec autrui et avec nous-même. Ce livre intéressera ceux qui sont en quête de sens.",3
"Livre au contenu très inégal, plusieurs idées sont très intéressantes.Ce qui me gêne, c'est le fonctionnement complètement fermé, voire sectaire, du raisonnement. Même si l'auteur s'en défend, elle présente ses idées comme la vérité incontestable et absolue, et toute critique ou remise en question de sa pensée est automatiquement assimilée à un mécanisme de défense.Souvent éclairant, vaut la peine d'être lu, en gardant un esprit critique.",3
"Si vous croyez en l'âme, la réincarnation et que vous désirez plus que tout savoir que vous avez des problèmes avec vos parents, cet ouvrage est parfait. Il est quand même pas mal pour identifier des types de comportements. Mais pour ma part, je ne crois pas dans toutes ces âneries d'âme et de réincarnation etc.",2
Déception total. J'ai arrêté de lire ce livre au 1/4. Je ne m'attendais pas vraiment à ça. J'espérais avoir des réponses et de l'aide mais pas du tout. Je ne le recommande à personne.,1
"Un livre qui m'a fait l'effet d'une claque en pointant du doigt des comportements et des réflexes nocifs que j'avais depuis des années. Déterminant pour prendre conscience de nos blessures!J'enlève deux étoiles pour certains éléments du discours sur lesquels je suis en parfait désaccord, comme faire intervenir la religion, comme la responsabilité de la mère ou du père selon telle blessure ou encore l'âge de la blessure. Ou bien la description physique de la personne selon les blessures.Ces éléments mis de côté, la mise en lumière des comportements à l'origine des blessures reste très intéressante.",3
Je trouve le principe de base complètement neuneu (encore plus pour ce qui est des profils physiques qui sont ridicules) mais il y a tout de même quelques bonnes pistes de reflection sur soi-même et son rapport aux autres.,2
En complément de la puissance de l'acceptation de soi sur audiolib.Thèse de bourbeau plutôt fantaisiste côté psychologie positive mais agréable à lire et humainUn livre mieux être et mieux vivre avec soi même.Si c'est possible.CordialementCatou Dumont,2
"Je suis quelqu’un qui prends très soin de mes livres, et voir qu’un livre tout neuf arrive avec la couverture arrière pliée ne me plaît pas du tout. C’est un des livres les plus abîmés de ma collection alors que je viens tout juste de le recevoir",3
"Cette auteure impose ses croyances de réincarnation et corps subtils dès le début, ceci devrait être précisé sur la couverture.Etant chrétien, j'ai été forcé à stopper net cette lecture. De plus elle fait de la publicité indirecte pour acheter ses autres livres, dans les 25 premières pages.",1
"Le livre est sans plus, l'auteur ne va pas forcément à l'essentiel.Je me suis arrêtée au milieu livre, tellement c'était long dans les explications, pas assez concis, beaucoup de bla-bla pour rien.Au final, j'ai mis le livre de côté, sur une étagère...",2
"Psychologie bon marché et tordue.. Aucun intérêt !Je pensais lire un livre de développement personnel mais dès l'intro quand l'auteure parle des vie antérieure et de dieu etc, j'ai décroché.",1
"Ne perdez ni votre temps, ni votre argent. Ce livre est un ensemble d'idées poussives  qui n'ont ni queue ni tete, de grands raccourcis à tendances sectaires.",1
"une lecture aisée.... rapide,toutefois, il est facile de penser que l'on a toutes les blessures..; ne pas hésiter à prendre le temps nécessaire à lire entre les lignes, et revenir sur les différents portraits",3
Je déconseille fortement ce livre qui réduit les personnalités.... Je le considère comme malsain.Il est préférable de rencontrer un vrai thérapeute...,1
Ce livre nous donne des clés pour apprendre à se connaître et faire un travail sur soi. je le recommande à ceux qui souhaitent faire du développement personnel et essaye d'évoluer dans leur vie.,3
"Ok, c'est un livre d'occasion. Ok il n'était pas cher (le plus cher étant les frais de port) mais franchement, il est tellement annoté et commenté qu'il est illisible. Donc poubelle",2
"Je m' attendais à un bouquin plus vivant.Perso, je ne le trouve pas à la hauteur de documents que j' ai lusur le même sujet.On va et vient dans le bouquin....et je me suis perdue.",2
Idéal pour les jeunes filles de 13 à 18 ans à la plage triste psychologie et morphopsycho des lieux communs à chaques pages et des aberrations à chaque paragraphes... Triste...,1
Je ne suis pas friande des livres de ce genre mais on me l'a conseillé donc j'y suis allée quand même mais définitivement pas pour moi. Beaucoup de répétitions et de choses évidentes qui sont dites et redites tout au long des pages avec la sensation du coup de perdre son temps dans cette lecture.,2
"très bon livre sur nos comportements en lien avec des blessures de notre enfance.Par contre, difficile pour moi de trouver mon ou mes blessures, je trouve que certaines blessures se ressemblent trop.et surtout, j'ai terminé le livre sans savoir quoi faire de cette nouvelle information, il manque clairement des clés pour en sortir ... dommage",3
"On se cherche et l'on peut se retrouver dans la description détaillée de ces 5 blessures. Un peu répétitif, néanmoins très intéressant. Un livre qui apporte vraiment des connaissances ignorées par la plupart des gens et qui nous apprend à penser, à réfléchir de manière différente. Je le conseille à toute personne qui veut faire un travail sur soi de façon sérieuse.",3
"Même si j'adhère avec certaines idées pertinentes de l'auteure, je trouve que le niveau est moyen dans son raisonnement. Il y a des idées dont on peut s'inspirer pour travailler sur soi ou analyser les autres, mais pas plus.",2
Je suis toujours en train de le lire...certains passages me semblent juste et d’autres pas du tout. J’ai offert la version portugaise à mon fiancé...,3
"Je m'attendais à un texte profond, empli d'une forme de sagesse... Je n'ai rencontré que des tentatives d'étiqueter les gens et les comportements... Je suis très déçu. Je pense que ce livre a raté son objectif même si l'intention paraît bonne...",2
Sujet traité de façon pas très originale et survolé vite fait. Pas terrible ce n’est pas une révélation pour un lecteur aguerri 😂😂,2
"un livre qui bouscule nos principes élémentaires, nos systèmes de pensée. Je le recommande vivement pour tous ceux et celles qui ont envie d'évoluer.",3
"Livre inutile, on se sent encore plus névrosé après la lecture même si les analyses sont parfois justes.",1
Livre sans doute intéressant mais l’écriture est déplaisanteJ’ai abandonné après ma lecture de ma seconde blessure,1
"Livre à lire uniquement si vous adhérez à ce genre de concept. Je l'ai acheté pour essayer de comprendre certaines choses. Ca n'a pas aidé.  Au contraire, ça a remué certaines choses qui ne devaient pas l'être. Je ne le conseille pas si vous n'êtes pas prêt à remuer le passé.",2
"C'est un sujet super intéressant, mais je regrette de ne pas avoir acheté le livre plutôt. En général je prends les CD pour des sujets que je peux réécouter souvent, afin que l'information rentre bien. Mais le contenu de ce CD est trop superficiel pour que ça soit nécessaire de le réécouter, en deux trois fois je le connaîtrais par cœur et ça n'aura plus d'utilité. Je regrette de na pas avoir pris le livre car je pense que j'aurai trouvé plus de détails dedans, plus de profondeur.",3
C'est intéressant et le sujet est important. Mais c'est quand même super tordu.,2
Bof... pas très intéressant... des raccourcis et des idées reçues qui n'apportent rien et réduisent beaucoup trop les relations humaines.,2
"Ce bouquin, acheté pour écrire un article sur une masseuse-sophrologue (elle avait fait un stage, chez Lise Bourbeau). Pour remplacer le Témestat : c'est idéal ! Je me suis endormi en 5 minutes. Sauf si vous êtres très intéressé par le sujet, vous pouvez vous abstenir !",1
"Vraiment déçue, c'est un livre numérique alors que je pensais que c'était un livre papier.... J'aimerais bien être remboursée",1
"Trouver les origines de notre mal-être est un vrai défi.Quelques pistes de réflexion intéressantes sont fournies ici.Mais démêler objectivement nos attitudes et nos comportements reste difficile.En ce qui me concerne, les descriptions physiques du corps ne me permettent pas de déceler une tendance plutôt qu'une autre.Et ce n'est certes pas parce que je serais exempte de tous symptômes...",3
Je n'adhère pas... mettre des gens dans des cases en regardant leur physique c'est si réducteur. Je n'ai pas fini la lecture.,1
"Meilleures ventes dans #personnages scientifiques!!!=>Même l'auteur indique dans les 1ere page que ce n'est pas le cas.Pour apprécier ce livre il faut croire en la vie après la mort, la réincarnation ou que toutes les personnes ayant la même physionomie rencontre les mêmes difficultés dans la vie.",1
Un vrai torchon. Si vous allez vraiment mal gardez vos sous pour une vraie thérapie. Ce genre de lectures sèmera encore plus le doute dans votre esprit. On frôle le viol intellectuel.,1
"le livre en soi est pas mal, vraiment il décrit tout ce dont nos blessures nous menent tout au long de notre vie, on arrive à connaître approximativement nos blessures. Cependant le seul bémol c'est qu'il peut être un peu redondant à la longue.",3
Pas mal mais fatiguant de lire ce qui ne nous concerne pas.,2
Un classique facile à lireMais bon il y a des redondances et des choses un peu tirées par les cheveux,2
A éviter à tout prix.  C'est la première fois de ma vie que je mets un livre à la poubelle (recyclage) - pourvu qu'il ne revient pas dans une autre vie!,1
Bon livre pour savoir de quels blessures nous empêche d'être nous même.Un peu sceptique par rapport au lien que l'auteur fait avec le physique.,3
très caricaturé et y a pas les solutions,2
"J'ai essayé plusieurs fois de reprendre la lecture, rien à faire, c'est impossible. Je n'adhère pas avec cette vision basée sur la réincarnation.Pourtant ce livre ressort comme une référence... J'en reste très surprise !C'est une des premières fois que je jette éponge.",1
"J'ai eu envie de lire ce livre après avoir entendu une thérapeute / conférencière formée par Lise BOURBEAU y faire référence et je n 'en suis pas déçue, au contraire.L'auteur va droit à l'essentiel sans se perdre en détails inutiles, agréable à lire et formateur en ce qui me concerne.Bon achat que je conseille à qui serait tenté",3
"l'auteur tutoie le lecteur et démarre dès les premières pages sur la réincarnation. Pas très sérieux, je n'ai pas pu dépasser 20 pages.",2
"Je n'arrive pas du tout à rentrer dans la lecture de ce livre.... l'idée est bonne, mais l'auteure ne fait que décrire des blessures et identifie trop la morphologie et l'apparence physique à un comportement. Elle n'apporte rien à se mettre sous la dent (des conseils etc), c'est très / trop descriptif et stéréotypé ! Très déçue...",2
Aucun intérêt,1
"Très bon livre, permet de comprendre ses blessures et comportements et ceux de son entourage. Seul bémol, pas d'aide pour en guérir. Il vaut peut-être mieux acheter ""Guérir de ses blessures"" directement si le but est de les guérir.",3
Un peu « bourratif »; C’est un peu la psychologie pour les nuls,3
"des analyses un peu simple, sans appui scientifique réel, des raccourcis et des généralités qui sont loin d'être à mon goùut, des airs de psychanalistes mais dans le fond plutôt une image de gourou moderne!",1
"Je n'ai pas pu dépasser le deuxième chapitre, malgré tout l'intérêt du sujet et mes multiples tentatives, tant c'est mal écrit. C'est du canadien, je crois ? Pas d'effort d'adaptation en français ?Dommage...",2
franchement j'ai acheté ce livre parce que beaucoup disait qu'il était super etc mais moi j'ai pas accroché plus que ça .,2
Bien,3
"intéressant, si on aime l'approche de Lise Bourbeau (écoute ton corps, etc ...) personnellement j'ai eu du mal à m'y accrocher, je ne me suis pas reconnue entièrement dans une des blessures, plutôt un mélange, et alors le portrait physique ne colle pas !",3
Ras,2
"Un livre dont je n'ai même pas pu dépasser la 10eme page tellement les explications sont superficielles, ésotériques, et ne reposent sur aucune experience scientifique ni même psychologique. A fuir",1
assez bon livre mais ne ma pas aider plus que cela ... dommage je n'ai pas réussi a le terminer pourtant j'étais assez enthousiaste a l'idée de le lire,3
"De la psychologie de comptoir et encore, en fin de soirée ! Banalités et clichés qui vous promettent de savoir de quoi et pourquoi vous souffrez. Si vous ne le saviez pas, après la lecture de ce livre (si vous arrivez au bout...) vous êtes sûr d'avoir un problème psychologique.",1
"Je ne peux pas dire que c'est parfait, mais en le lisant vous trouvez une ou des petites choses qui vous ont marqués, je l'ai prètéet serait contente de savoir ce que cette personne pense.Cela fait quand même réfléchir et c'est tant mieux.Oriane",3
"Adepte des livres sur le développement personnel, je n’ai tout simplement pas accroché avec la vision de l’auteur.Beaucoup de répétitions.Le rapport à la nourriture me laisse perplexe.Cette lecture n’était tout simplement pas faite pour moi!",3
Indisplnible,1
abordable,3
"Je ne met qu'une seul étoile.Plein d ésotérisme, des pseudo vérités .Je n ai  tout aimé ce livre",1
"Originale étude sociologique et psychologique, mais à lire avec l'esprit rationnel. A garder en mémoire en société pour mieux comprendre les différentes personnalités.",3
"Un peu déçue, le contenu est intéressant mais le livre ne va pas assez dans le détail, style bien trop lourd",3
"Je l’ai lu car tout le monde en parlait mais je n’ai pas eu la sensation d’apprendre grand chose. Très facile à lire, agréable. Sans plus.",3
"Ce petit ouvrage s'approprie la psychanalyse et la morphopsychologie pour établir un diagnostic et des soins psychologiques à cinq blessures de la psyché humaine. Intéressant, agréable à consulter, facile à assimiler, il est à mon goût un peu simpliste comme le sont souvent les ouvrages de développement personnel nord-américain (l'auteur est québécoise).",3
