commentaire,label
"Lise Bourbeau, l'auteur de ces Cinq blessures qui empêchent d'être soi-même, a des convictions polémiques, notamment celles sur la réincarnation des âmes ou les maladies causées par les blessures mentales.En outre, son écriture m'a semblé par moments pesante et poussive...Pourtant, son livre m'a appris et apporté beaucoup de choses, et même aidé à mieux comprendre certains de mes fonctionnements.Le propos en est très simple; il existe cinq blessures fondamentales dont nous souffrons : le rejet, l'abandon, l'humiliation, la trahison et l'injustice.Ce n'est pas la réalité des faits qui définit la blessure ressentie, mais plus notre construction mentale : ainsi, une personne souffrant d'humiliation se sentira humiliée si son partenaire l'abandonne ou si son patron lui fait subir une injustice...Pour éviter de souffrir, nous nous construisons des masques, un pour chacune des blessures : le fuyant, le dépendant, le masochiste, le contrôlant, le rigide.Nous les portons plus ou moins souvent, en fonction de la gravité de nos blessures, mais dans tous les cas notre corps et notre comportement en sont marqués.Schématiquement, la personne souffrant d'humiliation, qui porte le masque de masochiste, aura tendance à s'habiller de vêtements qui ne l'avantagent pas et à se tacher en mangeant...La solution selon Lise Bourbeau, c'est de comprendre quels sont nos blessures, de pardonner à ceux qui nous ont blessés, mais aussi à nous-mêmes de leur en avoir voulu... et d'apprendre à s'aimer, à retirer ses masques pour devenir soi-même. Pas sûr que ce livre y suffise, mais il peut peut-être y contribuer.",4
"Ce livre est une révélation. Je n’au Jamais pu croire que l’aspect physique pouvait à se point être le reflet de nos blessures...et pourtant, je lis la blessure qui correspond à mon physique et j’ai L’impression qu’elle parle de moi !",5
"livre parfait pour commencer à se connaître et à identifier les blessures qui nous font souffrir à un prix abordable. Clair et explicite il est à lire et à relire. seul bémol, peut-être un peu léger sur la guérison de ces blessures mais l'auteur a fait un autre livre à ce sujet il ne souhaitait donc stratégiquement pas tout dévoiler....",5
"Si effectivement vous n’avez aucune connaissance sur le concept du Karma ni des vies antérieures, vous allez vous sentir tenu pour responsable d’un point de vu négatif. Vous n’allez pas saisir la puissance du livre.Si vous maîtrisez un minimum ce sujet, vous pouvez le lire sans crainte. Sautez dessus même.Il est d’une extrême puissance et fait réaliser et Rémonter des choses jusque là nier.Effectivement l’ego est vraiment défensif face à de telles vérités.Vous verrez facilement pour les autres au début.Vous pouvez ne pas vous sentir concerné en le lisant... a cause de l’ego défensif... mais il n’est que rarement possible que vous reveniez vous réincarner, si vous n’avez pas une blessure spécifique à régler.Il faut dissocier ce que vous pouvez reproduire ou chercher inconsciemment, de l’absence de culpabilité des atrocités qu’on peut avoir vécues biensur. Mais si vous comprenez le principe karmique, vous comprendriez que toute dette est payé et que la guérison ne passe que par vous et non pas ceux qui vous ont causé du tort.",4
"Alors ok il est vrai que je me suis reconnue dans certains masques et qu’ainsi ce livre aide à ce rendre compte de certaine choses.Cependant je trouve que l’auteur mélange tout, on ne sait plus quelle blessure on a vécue, quel masque nous décrit vraiment et qu’est-ce-que l’on doit faire pour s’améliorer à la fin du livre ! Et surtout je ne parlerai pas de blessures mais plutôt de fausses croyances nées dans l’enfance, il ne faut pas non plus tout dramatiser, à la fin du livre on est encore plus malheureux qu’au début, la prise de conscience fait mal et n’aide pas vraiment ici...!",4
"une formidable découverte sur soi, perturbant parfois mais vaut vraiment le coup.permet de comprendre beaucoup de choses et de guérir ces fameuses blessures",5
"Je l'ai lu en 1 journée, tellement la lecture est fluide et agréable. Très digeste et m'a permis d'en apprendre énormément sur moi même. Les termes utilisés sont clairement expliqués au début du livre et cohérent avec l'approche de l'auteur. Ce qui fait qu'une personne croyante peu importe sa confession ne se sentira pas offusqué. Je vous le recommande vraiment, c'est un excellent rapport qualité prix.",5
"Colis arrivé rapidement et livre en bon état. Pas d’écornures à déplorer, merci ! Ce livre est une petite merveille, mais attention après cette lecture vous serez obligé de mieux vous connaitre et donc de passer à l'action pour améliorer votre état émotionnel. Plus d’excuses... mince ;)",5
"J'ai bien aimé le concept du titre et le développement ne déçoit pas bien qu'à mon stade je n'est rien appris de complètement nouveau mais j'ai pu faire le point et j'ai obtenu deq confirmations sur ma progression déjà bien avancée dans ce domaine. Par contre je prêterai ce livre avec plaisir aux amis qui en auront besoin car il les conseils qu'il contient sont clairs et tout à fait réalistes sur le moyen ou le long terme. Car la démarche pour aller mieux est un long cheminement sans coup de baguette magique. Mais on peut compter sur un résultat je pense.À posséder à son chevet, et à consulter quotidiennement.En effet : aller bien est l'œuvre d'une vie.et est la seule tâche qui vaille la peine de s'investir sérieusement et passionnément. Tout le reste est parfaitement futile et périssable.""Aller bien"" et être en paix avec soi, son histoire, ses choix et sa propre perqonnalité n'a pas de prix, hormis celui de l'effort, avec l'Amour de la Vie Elle-même.Et n'oubliez pas de remercier tout le temps la Vie (ou l'Univers, ou Dieu ou son Guide intérieur...) afin d'obtenir de l'aide en permanence. C'est là le ""secret"". Auquel cas, ce livre ne vous servirait à rien.Enjoy Life and love it.",5
Un livre décrivant les caractéristiques physiques liés aux blessures émotionnelles dominant chez un individu. L'auteur donne également les remèdes.... Intéressant comme approche...on devient plus observateur ...après à ne pas prendre au pied de la lettre mais c'est intéressant.,4
"Un livre que chacun devrait lire avant d'aller consulter un psychologue, psychanalyste, hypnothérapeute ou tout autre thérapeute.Un ouvrage qui  parle à vous même, qui vous oblige à vous recentrer et vous écoutez en votre fort intérieur.Une formidable façon de voir qui l'on est vraiment, pour qu'elles raisons nous agissons ainsi avec nous même et avec les autres.Une sorte de thérapie personnelle qui vous explique comment vous êtes devenus ce que vous êtes et pourquoi vous souffrez au quotidien d'un mal que vous vous êtes créé.Un merveilleux livre à lire et relire autant de fois nécessaire pour arriver à s'accepter et se permettre de s'autoriser à guérir avec Amour.",5
"Il y a des livres dont la portée est immense parce qu'elle nous permet à la fois de mieux nous comprendre et aussi de mieux comprendre les gens qui nous entourent.Ce livre en fait partie. Au tout début les premières pages je n'ai pas aimé, en bonne française (lol) j'ai eu du mal avec le tutoiement direct qui donnait une sensation de familiarité un peu étrange.Mais passé cela, on dévore le livre et les description physiques sont très pertinentes. Les 5 types de profils servent de référence lorsque l'on cherche à comprendre nos propres réactions.c'est un outil indispensable de développement personnel.",5
"Beaucoup d'informations données concernant le type de posture et la manière de s'exprimer de chacun. Nous portons des masques et l'idée est de reconnaître ces blessures, de les faire tomber puis de guérir car chaque posture décrit une blessure ancienne non résolue à laquelle on s'est identifié. Soigner et guérir l'enfant intérieur, c'est le mot d'ordre. Ça nous on dit long sur nous même et notre entourage.",5
"Il est facile de découvrir ou de se familiariser avec les 5 blessures grâce à ce livre.L'écriture ou les exemples cités n'ont rien d'exceptionnels car l'auteur n'a pas de don pour l'écriture, se met souvent en scène (c'est récurrent chez elle à travers ses autres ouvrages) et elle presque dure avec certains profils.Mais au final tout ca n'a aucune inportance car ce livre reste une approche convenable et compréhensible pour intégrer le sujet. Pour ma part, ça m'a permis de travailler sur moi-même.",4
"J'ai mis 4 étoiles car j'avoue avoir sauté quelques passages, surtout vers la fin. Je ne suis pas une grande lectrice, et pour moi ce fut assez compliqué d'arriver au bout, d'où ces 4 étoiles. Maintenant, je pense qu'il me sera nécessaire de revenir sur certains chapitres et de prendre des notes afin de déterminer mes blessures, bien que je l'ai déjà en partie déterminée. Pour terminer, je tiens à  remercier Lise pour cet ouvrage, et je pense que la lecture d'autres de ses ouvrages suivra.",4
"Même si je ne partage pas toutes les idées, et que je ne suis pas adepte de ce type de lecture, j'ai lu ce livre avec beaucoup d'attention, et je dois admettre que j'ai trouvé quelques axes de réflexion grâce à cette lecture.",4
"Des choses intéressantes, à recouper avec d'autres modèles et points de vue, mais la grille d'analyse des blessures apporte vraiment des concepts et clés utiles au quotidien. L'arrière-plan un peu post-hippie sur la mystique de la réincarnation et du but de la vie est superflu à mon sens, mais ça fait partie de la personnalité de l'auteure, on lui passe avec la même bienveillance et la tolérance qu'elle manifeste dans son livre pour les souffrances et postures des autres, d'autant que ça l'altère pas la pertinence des concepts proposés.",5
"Un livre de développement personnel parfaitement écris avec beaucoup de compassion pour nous autres ""êtres humains"". Un appel à la tolérance et à l'amour de soi et des autres afin de soigner des blessures que nous avons tous à l'intérieur de nous même. Après pour appliquer les conseils donnés, c'est un long travail sur soi, pas toujours évidents mais qui je pense vaut le coup.",5
"Sommes- nous responsables de nos vies ? Excellente question : chacun son opinion.Dans tous les cas, nous avons tous vécu les 5 blessures. Une souvent prend le dessus.Effectivement, travailler dessus permet de découvrir un calme intéressant.À lire sans a priori. À mettre en place selon sa philosophie.",5
"Livre très complet sur les blessures.Comment reconnaître, apprendre, comprendre sur ces blessures et celle des autres.pour s'améliorer et comprendre, écouter les autres sans les juger ou les mettre en fautealors qu'ils ont déjà à faire avec leur propre blessures.Livraison très rapide, merci beaucoup :)",5
"Nous avons tous des périodes où nous nous sentons mal, comme différents de ce que nous devrions être . Nous passons a côté de solutions pour y remédier car il est difficile d'entrer en soi même avec clairvoyance. Ce livre nous permet de nous éclairer, avec de nombreux exemples de comportements et de riches explications à ceux là . Guérir et aller mieux, se pardonner ses blessures et pardonner aussi à ceux qui souffrent et ne se comportent pas avec nous comme nous l'aurions aimé. N'hésitez pas , lisez ce livre , apprenez à vous connaître et vous reconnaître",5
"Théorie très intéressante, permet d avoir une approche de soi tout à  fait intéressante, et permet de cerner les personnes autour de nous. C est un des livres les plus intéressants que j ai lus pour apprendre à  se connaître, et à connaître nos proches.",5
"Ce livre est un incontournable. Ne vous arrêtez pas aux premières pages lorsqu'elle parle de spirituel, ce livre s'adresse à tout le monde. Il permet d'avoir une meilleure compréhension de soi même, de nos réactions, de nos pensées... Il permet de travailler sur soi grâce à cette compréhension. Et cela permet aussi de mieux comprendre les autres. Et donc d'être plus tolérant et d'agir avec plus de bienveillance envers soi même et envers autrui. C'est un petit bijou qui peut aider plus d'une personne. Très facile à lire qui plus est.",5
Je l’ai pas fini mais je l’aime bien ! Et je ne vois que de bons commentaires sur ce livre j’espère le finir assez vite ! Pour pouvoir mieux l’apprécier !,5
"Un livre qui permet de mieux se situer dans les arcanes si complexes de la personnalité ; Le mérite de l'auteur , c'est de rappeler que l'on peut être tout ou rien ou un peu de tout !",5
"Très captivant. Après on s étale plus sur l explication des blessures que sur les moyens de les guérir, mais je m y attendais car je sais qu il existe un livre avec la guérison des 5 blessures, donc si elle avait tout dit, personne n aurait acheté l autre livre, forcément...",4
"Vraiment très beau livre et facile à lire (je n'aime pas lire) car on peux prendre les paragraphes dans le désordre ! Une vérité sur les différentes blessures et masques qui saute au yeux pour nous et les autres après lecture.J'ai enlevé une étoile, car le dernier chapitre sur la guérison est pour moi pas assez détaillé ..",4
"Livre très intéressant pour comprendre les blessures, bcp de détails et de descriptions.Il est clair, simple et permet de vite se retrouver parmis les différentes blessures.L’auteur n’émet pas de jugement et donne de bons conseils. Ce livre permet seulement de connaître et de reconnaître les blessures. Un peu léger pour ensuite pouvoir en guérir. Les solutions apportées sont un peu vagues...j’ai personnellement bcp appris de moi même et de mon entourage.",4
"J'ai beaucoup aimé ce livre, je me suis vue dans beaucoup de descriptions, dont une en particulier et pareil pour mon mari. Je recommande ce livre pour les gens qui s'initie à l'analyse personnelle pour avancer sur la voie de la quiétude. Pour ceux qui ont déjà fait du chemin, il sera peut-être un peu réducteur.",4
"Il est au top, je les acheté car c'est mon docteur qui me l'a conseillé, j'ai un passé très lourd qui m'a provoquer un choc psychologique émotionnel j'en suis tombé malade.Je n'ai pas fini de le lire, mais honnêtement il est au top.",5
"Livre très intéressant pour mieux se comprendre mais surtout mieux comprendre les autres, leurs comportements et réactions. Cette lecture a clairement modifié mon empathie de manière bénéfique, je le recommande. Bémole néanmoins sur certain point de vue de l'auteur un peu trop ""perché"" à mon goût.",4
"J’ai découverte a travers les pages une nouvelle manière d’observer les reactions autour de moi ainsi que mes propres reactions. Un livre rafraîchissant, qui se lit facilement, et qui répète beaucoup pour qu’on s’en rappelle, particulièrement la partie d’identification des blessures. Comment soigner les blessures n’est aborde que tres brièvement. Un bon livre pour découvrir les 5 blessures, comment on reconnaît chacune d’elles par le comportement ou par l’apparence",4
"Pas mal pour une première lecture sur le sujet.Pour ma part, il faudrait que j'approfondisse la chose et il manque peut etre un quizz pour permettre de savoir de façon plus précise de quelles blessures on souffre.",4
c'est un livre qui peut être fastidieux car il nous dérange dans nos croyances ou nos habitudes mais il est très bine écrit et tellement intéressant pour mieux nous connaitre et nous comprendre,5
En cette période où nous sommes tous confiné c'est selon moi le moment de se recentrer sur soi et ce livre est juste génial. Il met en lumière nos blessures nous aide à faire le point y voir plus clair accepter et avancer.,5
excellent livre! on a envie de le faire lire à tous ses proches.bel ouvrage d'introspection.je le recommande à tous,5
Grand livre à conseiller à la personne qui a envie d'en apprendre d'avantages sur ses blessures pour mieux les identifier,5
"Lise Bourbeau décrit dans ce livre les 5 grandes blessures de base vécues par les êtres humains et les masques correspondants que nous avons mis en place pour nous cacher ce que nous n'avons pas encore voulu régler. Elle a observé que chacun de ces masques se traduit dans une apparence physique typique, décrite et même dessinée très précisément. Cette apparence se manifeste d'autant plus clairement que l'auteure cite à maintes reprises l'adage selon lequel 'le corps ne ment pas'. Ce livre n'est pas seulement un résumé des théories élaborées par Lise Bourbeau d'après son expérience de thérapeute ; en effet, elle n'hésite pas à parler de ses propres blessures, ce qui rend son livre encore plus parlant.",5
Ce livre m'a permis de découvrir comment me protéger d'un chef hiérarchique particulièrement retord et malfaisant. Mais il m'a également permis de découvrir quelles sont mes propres blessures et comment les guérir.,5
"J'ai beaucoup aimé lire ce livre qui m'a permis de me découvrir et de mieux comprendre mes réactions. Je me suis reconnue dans certaines des descriptions, qui met le doigt sur ce que l'on essaie de masquer derrière notre carapace !!",5
"Je suis en pleine lecture de ce livre rempli de révélations qui aident à mieux comprendre le chemin parcouru jusqu'à maintenant. J'ai hâte d'arriver aux ""outils"" qui aideront à guérir mes blessures !",5
"Tout comme celui des couleurs, on me l'a fortement recommande et je le trouve passionnant, c'est vraiment un livre a lire et relire de maniere a mieux comprendre ses emotions et celle des autres",5
"L'introduction fait peur. L'auteur part dans un délire sur le destin, etc. qui augure du pire.Une fois cela passé et quand on rentre dans le livre, c'est très intéressant et tout le monde je pense peut s'y retrouver et mieux se comprendre. Pour un livre acheté par hasard sur les conseils d'Amazon c'est excellent",4
"Article reçu rapidement, arrivé un peu corné sur un coin tout de même.  Je ne regrette pas mon achat et achèterai certainement le tome 2. Livre que je trouve passionnant.",4
"Pour moi, il est un livre à ne pas manquer en matière de développement personnel et psycho ! 😉 Il très enrichissant et se lit facilement. Il peut aussi secouer quelque peu car il met à jour ce qu'on a tendance à cacher (évidemment c'est le but recherché !). Il permet de mieux se connaître et de comprendre aussi les autres 👍.",5
Vraiment avoir attendu tant de temps avant de découvrir ces concepts..... Mais cet éclairage me permet de faire le point et de changer ce qui Dir l'être,5
"Parfois un peu caricatural a mon gout. Sinon, 5 blessures qui font notre personnalité effectivement. Tres bien",5
Facile à lire mais les premières pages sont à prendre au deuxième degrés..Livre de psychologie intéressant où l'on se retrouve automatiquement parmi les 5 masques,4
"Quelle claque et quelle révélation ce bouquin ! ma blessure est saillante, celle de ma mère et de ma fille aussi.. une évidence. depuis je m'en sers en soin, à détecter immédiatement les blessures de mes patients et travailler sur leur réparation : prise de conscience + faire tomber les masques / réflexes de survie.Nous sommes tous des âmes blessées, la prise de conscience est le début du chemin.",5
"Excellent livre, qui je pense peut être dur à lire si l'on ne se sent pas prêt à reconnaître ses propres blessures intérieurs de longues date ainsi que les réactions qui nous nuisent en réponses à celles-ci. Pour ma part cette lecture a été une délivrance et m'a permise de mieux me connaître et comprendre les autres.Je recommande!",5
Je recommande ce livre qui apporte des clés de compréhension de soi même et de nos êtres chers. Nous ne sommes que le produit de nos blessures passées,5
"J'ai été très surprise de découvrir que notre morphologie était le reflet de nos blessures, et bien d'autres choses. J'ai aimé ce livre, je pense que tout n'est pas à prendre mais il est à lire.",4
"Elle n'est pas la seule à parler des 5 blessures mais elle décrypte très bien le sujet, je pense que tout le monde devrait  lire ce livre, (certains sont sceptiques malheureusement). bref j'ai lu, j'ai fait un atelier sur le sujet et depuis lu d'autres choses, mais je reviens toujours sur ce petit livre.lisez le vraiment et en conscience",5
"Quel livre , une prise de conscience incroyable . Ce livre a définitivement changé ma vie et surtout ma perception. Je recommande , j ai continué avec la puissance de l acceptation et Wahou ....",5
"Super livre. J'avais lu un livre sur la blessure d'abandon qui m'avait déjà interpellé... Mais là... Je comprends beaucoup de mes reactions. Ca fait dubien de se remettre en question parfois, de comprendre d'ou nous viennent nos ""travers"" et de les transformer. Je le relirai sans doute plusieurs fois.",5
"Un livre absolument incroyable qui permet sincèrement de comprendre pleins de choses sur la vie et les blessures, très bien écrit, merci de votre aide. J'ai hâte de lire la suite",5
"Plutôt bien amené, on comprends la mécanique à l œuvre et on se retrouve aisément dans les profils des 5 blessures.Un ouvrage intéressant",4
Lise Bourbeau a un style très fluide et expose des idées faciles à intégrer. Un livre à relire régulièrement pour se comprendre et comprendre les autres.,5
"Je vous re commande ce livre vrament instrictif, il vous apprend à mieux vous connaître et à mieux comprendre les autres . N'ayez pas peur de l acheter.",5
"Simple à lire et tellement porteur. Pour un public en quête de réponse à des comportements inconscients, je recommande ce livre qui ouvre la porte au ""vouloir guérir"".",5
Je recommande ce livre. Je l'adore! Il permet de comprendre beaucoup de choses et est très intéressant. Un réel plaisir d'avoir ajouté ce livre à ma bibliothèque.,5
Le livre est vraiment bien il donne une perspective différente aux personnes qui nous entourent et à nous. Par contre la traduction est horrible. Il faut souvent relire à plusieurs reprises pour comprendre la traduction et il y a quand même beaucoup de répétitions. Du coup la lecture n’est pas fluide. Quel dommage.,4
Une pépite ! C'est le livre qui m'aura le plus aider à me remettre en question et corriger tout ce qui me posait problème. Une vraie prise de conscience !,5
"Pour ceux qui aiment entrer dans le vif du sujet sans complications psycho-intellectuelles . Facile à comprendre et à mettre en oeuvre , il permet à tout un chacun de se guérir de blessures psychologiques passées inaperçues . La perspicacité de l'auteure permet de rapprocher les signes morphologiques des blessures de l'âme , ce qui constitue un élément appréciable .",4
Un livre intéressant pour soi même. Je dirai un indispensable pour ceux qui veulent guérir et sortir de leur cercle vicieux.,5
"Je recommande ce livre à toute personne qui a du mal à se comprendre, comprendre son comportement, sa souffrance. Un livre accessible qui donne des clés sur  le pourquoi de nos agissements. Un livre pédagogique qui donne du sens .",5
Ce livre m a fait comprendre beaucoup de choses et ce que nous mettons insconciemment en place pour nous protéger mais qui nous nuit souvent. Ces fonctionnements qui altèrent les relations. Un vrai travail de prise de conscience. Un travail de tous les jours.,5
"J’en avais entendu parler, je n’y avais pas vraiment prêté attention, c’est lorsque dans une seule journée avec plusieurs personnes différentes, ce livre est apparu dans nos conversations ; comme si le livre m’appelais. Ni une ni deux, j’ai pas attendu le lendemain pour l’acheter.Je viens de le terminer et je ne suis pas déçu, d’une facilité de compréhension, hâte de lire le suivant !",5
"Ce livre est réservé aux personnes cherchant à mieux se connaître, à évoluer, à mieux comprendre les autres.Etonnant par son analyse précise du rapport entre les 'blessures' (Rejet - Abandon - Trahison - Humiliation - Injustice) et notre physique, nos goûts alimentaires etc...A présent, il faut trouver les pistes pour guérir ou vivre 'mieux' avec ses blessures. Certains indices s'y trouvent. Accepter et comprendre nos 'blessures' permet déjà d'avancer.Un livre à garder précieusement, afin de s'y replonger aussi pour mieux comprendre les autres (ses enfants par exemple).",4
"Lise Bourbeau explique de manière très compréhensible et répétitive les blessures d'enfant qui nous poursuivent.  On va inévitablement reproduire les mêmes erreurs jusqu'au moment où la leçon a été acceptée.  Voilà un livre qui nous éclaire sur bien des facettes de notre personnalité que jusque là nous ignorions ou refusions de voir.  C'est un premier pas pour celui ou celle qui à un moment donné de sa vie se demande pourquoi il ou elle tombe toujours dans le même panneau. Je le conseillerais à toute personne qui cherche à travailler sur elle-même et qui sait qu'elle n'est pas qu'un corps physique, je le déconseillerais aux sceptiques qui ne croient pas en leur âme et à la rédemption de celle-ci.",4
À mettre dans toutes les mains. Chaque personne avant de mettre au monde un enfant devrait l avoir lu. Belle lecture à chacun d entre vous qui ferez ce bel achat,5
"C'est livre est une vraie révélation! A lire absolument si l'on veut faire un travail sur soi et comprendre certains modes de fonctionnement chez soi et les autres. Même si certains aspects semblent stéréotypés, l'ensemble reste très intéressant et vraiment éclairant!",4
"Si je devais le recommander, je le ferais. J'ai adoré ce livre que j'ai trouvé tout simplement bluffant. Je n'en dirais pas plus, je vous le conseille... vous serez surpris de vous reconnaître dedans !",5
"A travers ce livre on découvre comment appréhender  nos cris invisible mais parfois destructeur, en prenant bien conscience qu'une personne qui ne résonne pas comme nous nous blesse sans le vouloir ou qu'une personne avec les mêmes maux peux ce sentir offusqué car l'effet miroir est répulsif  ,c'est évidement réciproque à notre égard, l'important est de le savoir ,de le reconnaître puis l’accepter pour être en phase avec soi et les autres .""Facile à dire ,mais pas toujours facile à appliquer"".",5
très intéressant pour comprendre son moi intérieur ainsi que l'origine des soucis que l'on se traine de génération en génération.,5
Livre génial sur les blessures d'âme a lire en premier pour interpréter facilement les autres livres de Lise bourbeau j'ai beaucoup appris je recommande,5
"recommandé apr une amie, un livre qui peut vous changer et changer votre vie...vraiment",5
La base pour se comprendre et comprendre les autres. A compléter par « l'acceptation » De Lise Bourbeau pour concrétiser,5
"Comme tout écrit, il ne faut pas prendre chaque mots pour vrais, mais ce livre m'a aider à développer des pistes pour évoluer et pardonner.... Ce n'est pas un livre miracle... Mais on y découvre des choses",5
Ouvrage fondamental que tout le monde devrait connaître pour pouvoir identifier ses problèmes psychologiques récurents. Mais il est prudent de ne pas trop s'identifier dramatiquement aux types décrits.,4
"C'est un livre intéressant et passionnant, à lire pour savoir pourquoi on agit de telle ou telle manière, on se retrouve facilement dans le livre (comportement, réaction etc...)",4
Livre qui a faut son travail dans mon développement personnel. Tout y est!Rassurant de clarté. Je recommande,5
J aurais aimé connaître ce livre depuis longtemps. J ai appris beaucoup de choses sur moi même mais aussi sur mon entourage. J en parle beaucoup autour de moi et le recommande Vivement. Le prix est en plus très abordable.,5
Livre pour les personnes vraiment ds le thème sinon aucune utilité de lire ça,5
"Tres bon livre de développement personnel. Si vous voulez n'en lire qu'un seul,lisez celui-là.  Un peu cher tout de même",4
Un livre qu'il faut apprécier et lire par petites doses. Il demande une certaine concentration et une connaissance de soi. Très intéressant.,5
je recommande ce livre à chacun d'entre nous car nous sommes tous concernés. En plus petit format donc on peut l’emmener partout avec soi,5
"livre qui peut bouleverser une vie, et les relations familiales. A lire absolument !",5
"Je découvre les différentes blessures. C'est juste génial de découvrir à un détour des, solutions à mes propres blessures.",4
